Synonym	current_species_or_subspecies_name
Gerrhonotus multicarinatus	Elgaria paucicarinata
Elgaria paucicarinata	Elgaria paucicarinata
Chelymys dentata	Elseya dentata
Chelymys elseyi	Elseya dentata
Chelymys elseya	Elseya dentata
Elseya dentata	Elseya dentata
Elseya intermedia	Elseya dentata
Elseya flaviventralis	Elseya dentata
Elseya Elseya dentata	Elseya dentata
Elseya georgesi	Myuchelys georgesi
Wollumbinia georgesi	Myuchelys georgesi
Elseya latisternum georgesi	Myuchelys georgesi
Myuchelys georgesi	Myuchelys georgesi
Elseya stirlingi	Elseya irwini
Elseya irwini	Elseya irwini
Elseya dentata irwini	Elseya irwini
Elseya Pelocomastes irwini	Elseya irwini
Elseya latisternum	Myuchelys latisternum
Euchelymys spinosa	Myuchelys latisternum
Elseya latisternon	Myuchelys latisternum
Emydura latisternum	Myuchelys latisternum
Emydura signata	Myuchelys latisternum
Wollumbinia latisternum	Myuchelys latisternum
Wollumbinia dorsii	Myuchelys latisternum
Wollumbinia spinosa	Myuchelys latisternum
Myuchelys latisternum	Myuchelys latisternum
Myochelys latisternum	Myuchelys latisternum
Platemys novaeguineae	Elseya novaeguineae
Emydura novaeguineae	Elseya novaeguineae
Elseya novaeguineae	Elseya novaeguineae
Elseya latisternum novaeguineae	Elseya novaeguineae
Elseya dentata novaeguineae	Elseya novaeguineae
Myuchelys novaeguineae	Elseya novaeguineae
Elseya Hanwarachelys novaeguineae	Elseya novaeguineae
Elusor macrurus	Elusor macrurus
Emmochliophis fugleri	Emmochliophis fugleri
Synophis miops	Emmochliophis miops
Emmochliophis miops	Emmochliophis miops
Eumeces Mabuya adspersus	Emoia adspersa
Euprepes Mabuia parvisquameus	Emoia adspersa
Eumeces microlepis	Emoia adspersa
Emoia adspersa	Emoia adspersa
Emoia aenea	Emoia aenea
Lygosoma baudini	Emoia aenea
Emoia aneityumensis	Emoia aneityumensis
Emoia arnoensis	Emoia arnoensis
Scincus atrocostatus	Emoia atrocostata
Mocoa cumingi	Emoia atrocostata
Euprepes Mabuya bitaeniatus	Emoia atrocostata
Mabouya jerdoniana	Emoia atrocostata
Eumeces Mabouya singaporensis	Emoia atrocostata
Euprepes Mabuya parietalis	Emoia atrocostata
Euprepes Mabuia microstictus	Emoia atrocostata
Mabouia marmorata	Emoia atrocostata
Mabouia irrorata	Emoia atrocostata
Euprepes marmorata	Emoia atrocostata
Eumeces serratus	Emoia atrocostata
Lygosoma atrocostatum	Emoia atrocostata
Emoia atrocostatum	Emoia atrocostata
Lygosoma Emoa atrocostatum	Emoia atrocostata
Lygosoma sinus	Emoia atrocostata
Lygosoma buergersi	Emoia atrocostata
Emoia parietale	Emoia atrocostata
Emoia buergersi	Emoia atrocostata
Emoia atrocostata irrorata	Emoia atrocostata
Emoia manni	Emoia atrocostata
Emoia serrata	Emoia atrocostata
Emoia atrocostata	Emoia atrocostata
Lobulia buergersi	Emoia atrocostata
Papuascincus buergersi	Emoia atrocostata
Emoia atrocostata australis	Emoia atrocostata
Emoia atrocostata australis	Emoia atrocostata australis
Emoia atrocostata freycineti	Emoia atrocostata freycineti
Eumeces Freycinetii	Emoia atrocostata freycineti
Gongylus Eumeces freycineti	Emoia atrocostata freycineti
Emoia aurulenta	Emoia aurulenta
Lygosoma Emoia battersbyi	Emoia battersbyi
Lygosoma ahli	Emoia battersbyi
Emoia ahli	Emoia battersbyi
Emoia battersbyi	Emoia battersbyi
Emoia bismarckensis	Emoia bismarckensis
Lygosoma Emoia boettgeri	Emoia boettgeri
Emoia boettgeri orientalis	Emoia boettgeri
Emoia boettgeri	Emoia boettgeri
Emoia submetallica bogerti	Emoia bogerti
Emoia bogerti	Emoia bogerti
Emoia brongersmai	Emoia brongersmai
Mocoa caeruleocauda	Emoia caeruleocauda
Lygosoma cyanurum werneri	Emoia caeruleocauda
Lygosoma werneri triviale	Emoia caeruleocauda
Emoia triviale	Emoia caeruleocauda
Lygosoma Emoa werneri	Emoia caeruleocauda
Emoia werneri	Emoia caeruleocauda
Emoia caeruleocauda	Emoia caeruleocauda
Euprepes Tiliqua callistictus	Emoia callisticta
Lygosoma callistictum	Emoia callisticta
Emoia acrocarinatum	Emoia callisticta
Emoia callisticta	Emoia callisticta
Emoia acrocarinata	Emoia callisticta
Emoia campbelli	Emoia campbelli
Emoia coggeri	Emoia coggeri
Gongylus Euprepes concolor	Emoia concolor
Euprepes Euprepes resplendens	Emoia concolor
Euprepes concolor	Emoia concolor
Eumoia resplendens	Emoia concolor
Emoia concolor	Emoia concolor
Gongylus concolor	Emoia concolor
Scincus cyanogaster	Emoia cyanogaster
Gongylus Euprepes cartereti	Emoia cyanogaster
Eumeces Carteretii	Emoia cyanogaster
Mabuia carteretii	Emoia cyanogaster
Lygosoma cyanogaster	Emoia cyanogaster
Lygosoma Keneuxia Dahlii	Emoia cyanogaster
Emoia cyanogaster	Emoia cyanogaster
Gongylus carteretii	Emoia cyanogaster
Scincus cyanurus	Emoia cyanura
Tiliqua Lessonii	Emoia cyanura
Tiliqua Kienerii	Emoia cyanura
Eumeces Lessonii	Emoia cyanura
Eusoma lessonii	Emoia cyanura
Lygosoma cyanurum	Emoia cyanura
Lygosoma impar	Emoia cyanura
Lygosoma arundelii	Emoia cyanura
Lygosoma cyanurum schauinslandi	Emoia cyanura
Lygosoma Emoa cyanurum	Emoia cyanura
Emoia cyanurum	Emoia cyanura
Emoia cyanura	Emoia cyanura
Emoia pheonura	Emoia cyanura
Emoia arundelii	Emoia cyanura
Emoia cyclops	Emoia cyclops
Emoia digul	Emoia digul
Emoia erronan	Emoia erronan
Emoia flavigularis	Emoia flavigularis
Emoia guttata	Emoia guttata
Lygosoma Emoa impar	Emoia impar
Lygosoma cyanurum schauinslandi	Emoia impar
Mabuya deserticola	Emoia impar
Emoia impar	Emoia impar
Emoia irianensis	Emoia irianensis
Emoia isolata	Emoia isolata
Lygosoma jakati	Emoia jakati
Emoia jakati	Emoia jakati
Emoia jamur	Emoia jamur
Emoia kitcheneri	Emoia kitcheneri
Lygosoma klossi	Emoia klossi
Emoia klossi	Emoia klossi
Euprepes Mabuya kordoanus	Emoia kordoana
Euprepes beccari	Emoia kordoana
Eumeces Beccarii	Emoia kordoana
Lygosoma iridescens	Emoia kordoana
Lygosoma Emoa kordoanum	Emoia kordoana
Lygosoma Emoa iridescens	Emoia kordoana
Emoia iridescens	Emoia kordoana
Emoia kordoana	Emoia kordoana
Emoia beccarii	Emoia kordoana
Lygosoma Emoa kuekenthali	Emoia kuekenthali
Lygosoma kuekenthali notomoluccense	Emoia kuekenthali
Emoia kukenthali sic	Emoia kuekenthali
Emoia kuekenthali	Emoia kuekenthali
Emoia laobaoense	Emoia laobaoense
Emoia laobaoensis	Emoia laobaoense
Mabouia lawesii	Emoia lawesi
Lygosoma Emoa lawesi	Emoia lawesi
Emoia lawesi	Emoia lawesi
Euprepes longicauda	Emoia longicauda
Euprepes simillimus	Emoia longicauda
Euprepis sic simillimus	Emoia longicauda
Emoia cuneiceps	Emoia longicauda
Emoa sic cuneiceps	Emoia longicauda
Lygosoma cyanogaster keiensis	Emoia longicauda
Lygosoma cyanogaster aruensis	Emoia longicauda
Emoia cunieceps sic	Emoia longicauda
Emoia keiensis	Emoia longicauda
Emoia longicauda	Emoia longicauda
Emoia loveridgei	Emoia loveridgei
Lygosoma samoense loyaltiensis	Emoia loyaltiensis
Emoia loyaltiensis	Emoia loyaltiensis
Emoia maculata	Emoia maculata
Emoia pallidiceps maxima	Emoia maxima
Emoia maxima	Emoia maxima
Lygosoma mivarti	Emoia mivarti
Lygosoma mehelyi	Emoia mivarti
Emoia mivarti	Emoia mivarti
Emoia mokosariniveikau	Emoia mokosariniveikau
Emoia montana	Emoia montana
Lygosoma nativitatis	Emoia nativitatis
Emoia nativittatis	Emoia nativitatis
Emoia nativitatis	Emoia nativitatis
Eumeces niger	Emoia nigra
Emoa nigrita	Emoia nigra
Lygosoma nigrum	Emoia nigra
Lygosoma Emoa nigrum	Emoia nigra
Emoia whitneyi	Emoia nigra
Emoia nigra	Emoia nigra
Lygosoma Emoa nigromarginatum	Emoia nigromarginata
Lygosoma Emoa speiseri	Emoia nigromarginata
Lygosoma speiseri	Emoia nigromarginata
Emoia speiseri	Emoia nigromarginata
Emoia nigromarginata	Emoia nigromarginata
Lygosoma mivarti obscurum	Emoia obscura
Emoia submetallica osbscura	Emoia obscura
Emoia obscura	Emoia obscura
Emoia physicae oribata	Emoia oribata
Emoia oribata	Emoia oribata
Emoa pallidiceps	Emoia pallidiceps
Emoia pallidiceps	Emoia pallidiceps
Emoia mehelyi	Emoia pallidiceps
Emoia pallidiceps mehelyi	Emoia pallidiceps mehelyi
Lygosoma mehelyi	Emoia pallidiceps mehelyi
Emoia paniai	Emoia paniai
Emoia parkeri	Emoia parkeri
Euprepes Physicae	Emoia physicae
Emoia physicae	Emoia physicae
Emoia physicina	Emoia physicina
Emoia ponapea	Emoia ponapea
Emoia submetallica popei	Emoia popei
Emoia popei	Emoia popei
Emoia pseudocyanura	Emoia pseudocyanura
Emoia pseudopallidiceps	Emoia pseudopallidiceps
Emoia caerulocauda reimschisseli	Emoia reimschiisseli
Emoia reimschiisseli	Emoia reimschiisseli
Emoia reimschisseli	Emoia reimschiisseli
Emoia rennellensis	Emoia rennellensis
Emoia ruficauda	Emoia ruficauda
Emoia rufilabialis	Emoia rufilabialis
Gongylus Eumeces samoensis	Emoia samoensis
Emoia samoensis	Emoia samoensis
Eumeces samoensis	Emoia samoensis
Lygosoma samoense	Emoia samoensis
Lygosoma Emoa samoense	Emoia samoensis
Emoia sanfordi	Emoia sanfordi
Emoia schmidti	Emoia schmidti
Emoia similis	Emoia similis
Emoia sembalunica	Emoia similis
Leiolopisma sembalunicum	Emoia similis
Leiolopisma sembilunicum	Emoia similis
Leiolopisma kadarsani	Emoia similis
Leiolopisma kardarsani	Emoia similis
Leiolopisma kadarsani padariensis	Emoia similis
Leiolopisma sembilunica rintjana	Emoia similis
Emoia sembilunica rintjana	Emoia similis
Emoia slevini	Emoia slevini
Lygosoma Emoa sorex	Emoia sorex
Euprepes Mabuya samoensis moluccensis	Emoia sorex
Emoia sorex	Emoia sorex
Euprepes submetallicus	Emoia submetallica
Emoia submetallica	Emoia submetallica
Emoia taumakoensis	Emoia taumakoensis
Lygosoma cyanogaster tongana	Emoia tongana
Emoia murphyi	Emoia tongana
Emoia tongana	Emoia tongana
Lygosoma tropidolepis	Emoia tropidolepis
Emoia tropidolepis	Emoia tropidolepis
Emoia trossula	Emoia trossula
Emoia baudini veracunda	Emoia veracunda
Emoia veracunda	Emoia veracunda
Emoia verecunda sic	Emoia veracunda
Emydocephalus annulatus	Emydocephalus annulatus
Emydocephalus tuberculatus	Emydocephalus annulatus
Aipysurus chelonicephalus	Emydocephalus annulatus
Emydocephalus ijimae	Emydocephalus ijimae
Aipysurus annulatus	Emydocephalus ijimae
Cistudo blandingii	Emys blandingii
Testudo flava	Emys blandingii
Testudo meleagris	Emys blandingii
Emys blandingii	Emys blandingii
Emydoidea blandingii	Emys blandingii
Emys twentei	Emys blandingii
Emydura lavarackorum	Elseya lavarackorum
Elseya lavarackorum	Elseya lavarackorum
Elseya dentata lavarackorum	Elseya lavarackorum
Elseya Pelocomastes lavarackorum	Elseya lavarackorum
Emys macquaria	Emydura macquarii
Chelys Hydraspis macquarii	Emydura macquarii
Emys maquaria	Emydura macquarii
Platemys Macquaria	Emydura macquarii
Hydraspis victoriae	Emydura macquarii
Chelymys macquaria	Emydura macquarii
Chelymys victoriae	Emydura macquarii
Emydura macquarriae	Emydura macquarii
Emydura macquarrii	Emydura macquarii
Emydura macquarii	Emydura macquarii
Emydura macquarii macquarii	Emydura macquarii macquarii
Emys macquaria	Emydura macquarii macquarii
Chelys Hydraspis macquarii	Emydura macquarii macquarii
Hydraspis macquarrii	Emydura macquarii macquarii
Hydraspis australis	Emydura macquarii macquarii
Euchelymys sulcifera	Emydura macquarii macquarii
Chelymys australis	Emydura macquarii macquarii
Emydura australis	Emydura macquarii macquarii
Emydura signata	Emydura macquarii macquarii
Emydura canni	Emydura macquarii macquarii
Emydura macquarrii signata	Emydura macquarii macquarii
Chelymys cooki	Emydura macquarii macquarii
Chelymys johncanni	Emydura macquarii macquarii
Emydura macquarii binjing	Emydura macquarii macquarii
Emydura macquarii dharra	Emydura macquarii macquarii
Emydura macquarii gunnabarra	Emydura macquarii macquarii
Emydura macquarii dharuk	Emydura macquarii macquarii
Emydura macquarii	Emydura macquarii macquarii
Emydura macquarii signata	Emydura macquarii macquarii
Emydura macquarii krefftii	Emydura macquarii krefftii
Chelymys krefftii	Emydura macquarii krefftii
Chelymys victoriae marmorata	Emydura macquarii krefftii
Chelymys victoriae sulcata	Emydura macquarii krefftii
Emydura krefftii	Emydura macquarii krefftii
Emydura macquarii emmotti	Emydura macquarii emmotti
Chelymys windorah	Emydura macquarii emmotti
Emydura emmotti	Emydura macquarii emmotti
Emydura macquarii nigra	Emydura macquarii nigra
Tropicochelymys insularis	Emydura macquarii nigra
Emydura nigra	Emydura macquarii nigra
Euchelymys subglobosa	Emydura subglobosa
Emydura albertisii	Emydura subglobosa
Emydura subglobosa	Emydura subglobosa
Emydura subglobosa subglobosa	Emydura subglobosa
Emydura subglobosa worrelli	Emydura subglobosa worrelli
Tropicochelymys worrelli	Emydura subglobosa worrelli
Tropicochelymys leichhardti	Emydura subglobosa worrelli
Emydura victoriae worrelli	Emydura subglobosa worrelli
Emydura worrelli	Emydura subglobosa worrelli
Emydura tanybaraga	Emydura tanybaraga
Emydura subglobosa tanybaraga	Emydura tanybaraga
Hydraspis victoriae	Emydura victoriae
Emydura victoriae	Emydura victoriae
Emudura australis victoriae	Emydura victoriae
Tropicochelymys victoriae	Emydura victoriae
Testudo orbicularis	Emys orbicularis
Testudo lutaria	Emys orbicularis
Testudo terrestris	Emys orbicularis
Testudo europaea	Emys orbicularis
Testudo punctata	Emys orbicularis
Testudo pulchella	Emys orbicularis
Testudo rotunda	Emys orbicularis
Testudo lutraria	Emys orbicularis
Cistudo hellenica	Emys orbicularis
Emys iberica	Emys orbicularis
Emys antiquorum	Emys orbicularis
Emys turfa	Emys orbicularis
Cistudo Europaea	Emys orbicularis
Emys hofmanni	Emys orbicularis
Emys lutaria borealis	Emys orbicularis
Emys europaea	Emys orbicularis
Lutremys europaea	Emys orbicularis
Cistudo anhaltina	Emys orbicularis
Emys orbicularis	Emys orbicularis
Emys lutaria taurica	Emys orbicularis
Emys tigris	Emys orbicularis
Emys europaea sparsa	Emys orbicularis
Emys europaea maculosa	Emys orbicularis
Emys europaea concolor	Emys orbicularis
Emys europaea punctata	Emys orbicularis
Emys orbicularis aralensis	Emys orbicularis
Emys orbicularis luteofusca	Emys orbicularis
Emys orbicularis colchica	Emys orbicularis
Emys orbicularis eiselti	Emys orbicularis eiselti
Emys orbicularis fritzjuergenobsti	Emys orbicularis fritzjuergenobsti
Emys orbicularis fritzjurgenobsti	Emys orbicularis fritzjuergenobsti
Emys orbicularis galloitalica	Emys orbicularis galloitalica
Emys orbicularis capolongoi	Emys orbicularis galloitalica
Emys orbicularis lanzai	Emys orbicularis galloitalica
Emys orbicularis capolongii	Emys orbicularis galloitalica
Emys orbicularis hellenica	Emys orbicularis hellenica
Cistuda hellenica	Emys orbicularis hellenica
Emys antiquorum	Emys orbicularis hellenica
Emys Emys hofmanni	Emys orbicularis hellenica
Emys orbicularis hoffmani	Emys orbicularis hellenica
Emys orbicularis atra	Emys orbicularis hellenica
Emys europaea maculosa	Emys orbicularis hellenica
Emys orbicularis ingauna	Emys orbicularis ingauna
Emys orbicularis occidentalis	Emys orbicularis occidentalis
Emys orbicularis hispanica	Emys orbicularis occidentalis
Emys orbicularis persica	Emys orbicularis persica
Emys orbicularis iberica	Emys orbicularis persica
Emys orbicularis kurae	Emys orbicularis persica
Emys orbicularis orientalis	Emys orbicularis persica
Hydrophis schistosus	Hydrophis schistosus
Hydrus valakadyn	Hydrophis schistosus
Disteira russelii	Hydrophis schistosus
Polyodontes annulatus	Hydrophis schistosus
Hydrophis schistosa	Hydrophis schistosus
Hydrophis subfasciata	Hydrophis schistosus
Hydrophis bengalensis	Hydrophis schistosus
Enhydrina valakadyen	Hydrophis schistosus
Thalassophis werneri	Hydrophis schistosus
Enhydrina schistosa	Hydrophis schistosus
Hydrophis fasciatus	Hydrophis schistosus
Enhydrina valakadien	Hydrophis schistosus
Enhydrina vikadien	Hydrophis schistosus
Enhydrina velakadien	Hydrophis schistosus
Enhydrina valakadyn	Hydrophis schistosus
Disteira schistosa	Hydrophis schistosus
Enhydrina schistosus	Hydrophis schistosus
Enhydrina zweifeli	Hydrophis zweifeli
Hydrophis zweifeli	Hydrophis zweifeli
Homalopsis albomaculatus	Sumatranus albomaculata
Hypsirhina albomaculata	Sumatranus albomaculata
Enhydris albomaculata	Sumatranus albomaculata
Sumatranus albomaculata	Sumatranus albomaculata
Sumatranus albomaculatus	Sumatranus albomaculata
Brachyorrhos alternans	Miralia alternans
Miralia alternans	Miralia alternans
Eurostus alternans	Miralia alternans
Hypsirhina alternans	Miralia alternans
Hypsirhina Ferania alternans	Miralia alternans
Enhydris alternans	Miralia alternans
Homalopsis decussata	Miralia alternans
Hypsirhina Bennettii	Myrrophis bennettii
Hypsirhina maculata	Myrrophis bennettii
Enhydris bennettii	Myrrophis bennettii
Myrrophis bennettii	Myrrophis bennettii
Hypsirhina bocourti	Subsessor bocourti
Hypsirhina multilineata	Subsessor bocourti
Hypsirhina gigantea	Subsessor bocourti
Hypsirhina bocourti soctrangensis	Subsessor bocourti
Enhydris bocourti	Subsessor bocourti
Subsessor bocourti	Subsessor bocourti
Hypsirhina Chinensis	Myrrophis chinensis
Hypsirhina sinensis	Myrrophis chinensis
Enhydris chinensis	Myrrophis chinensis
Myrrophis chinensis	Myrrophis chinensis
Homalophis Doriae	Homalophis doriae
Hypsirhina doriae	Homalophis doriae
Enhydris doriae	Homalophis doriae
Enhydris cf doriae	Homalophis doriae
Eurostus dussumieri	Dieurostus dussumieri
Hypsirhina dussumieri	Dieurostus dussumieri
Hypsirhina malabarica	Dieurostus dussumieri
Enhydris dussumieri	Dieurostus dussumieri
Enhydris dussumierii	Dieurostus dussumieri
Dieurostus dussumieri	Dieurostus dussumieri
Hydrus enhydris	Enhydris enhydris
Homalopsis enhydris	Enhydris enhydris
Hypsirhina enhydris	Enhydris enhydris
Enhydris enhydris	Enhydris enhydris
Hypsirhina enhydris enhydris	Enhydris enhydris
Enhydris caerulea	Enhydris enhydris
Hydrus atrocaeruleus	Enhydris enhydris
Coluber pythonissa	Enhydris enhydris
Homalopsis aer	Enhydris enhydris
Hypsirhina aer	Enhydris enhydris
Hypsirhina bilineata	Enhydris enhydris
Hypsirhina enhydris bilineata	Enhydris enhydris
Hypsirhina furcata	Enhydris enhydris
Raclitia indica	Raclitia indica
Enhydris indica	Raclitia indica
Hypsirhina innominata	Enhydris innominata
Enhydris innominata	Enhydris innominata
Hypsirhina Eurostus Jagorii	Enhydris jagorii
Hypsirhina jagorii	Enhydris jagorii
Hypsirhina smithi	Enhydris jagorii
Enhydris smithi	Enhydris jagorii
Enhydris jagorii	Enhydris jagorii
Enhydris smithii	Enhydris jagorii
Hypsirhina longicauda	Enhydris longicauda
Enhydris longicauda	Enhydris longicauda
Enhydris pahangensis	Enhydris longicauda
Enhydris innominata longicauda	Enhydris longicauda
Hypsirhina maculata	Gyiophis maculosa
Hypsirhina maculosa	Gyiophis maculosa
